codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2177,30,752,2033,1948,30,727,0
2800209,Aquidabã,19796,18485,210,6214,17768,15966,212,8559,366
2800308,Aracaju,617927,590907,12715,303195,566020,507251,12911,299778,17180
2800407,Arauá,9040,8906,100,4856,9568,8351,102,4317,204
2800506,Areia Branca,16496,16171,185,7201,16425,15324,198,7212,219
2800605,Barra dos Coqueiros,26771,27425,845,15166,27399,23493,967,12363,530
2800670,Boquim,24448,23027,255,11721,21847,20219,252,11521,625
2800704,Brejo Grande,7405,7226,75,2090,7248,6355,75,2556,1
2801009,Campo do Brito,16627,17326,175,6771,15739,13707,175,7543,464
2801108,Canhoba,3666,3713,40,1675,3479,3000,40,1435,0
2801207,Canindé de São Francisco,26334,24179,275,11050,25114,21932,275,9380,254
2801306,Capela,31913,29477,315,12147,32085,28083,357,12199,589
2801405,Carira,19091,19429,195,10209,18417,16017,194,8465,417
2801504,Carmópolis,14082,13700,155,4719,12685,11363,155,4510,150
2801603,Cedro de São João,5215,5119,60,2571,4838,4440,60,2300,159
2801702,Cristinápolis,15769,16069,165,6280,15309,13554,165,5007,40
2801900,Cumbe,3807,3640,45,1632,3558,3267,45,1535,127
2802007,Divina Pastora,4518,4463,50,1879,4111,3996,50,2374,76
2802106,Estância,61018,59331,2500,25293,56374,52462,2510,26193,1140
2802205,Feira Nova,5285,5452,55,2661,5111,4510,57,1990,5
2802304,Frei Paulo,13567,13385,150,5393,13556,12539,150,5590,181
2802403,Gararu,10190,10407,120,4625,9938,9005,115,5100,285
2802502,General Maynard,3002,2815,35,1725,2711,2616,35,1773,123
2802601,Gracho Cardoso,5317,5281,65,2958,5672,5057,71,1933,158
2802700,Ilha das Flores,7602,7327,80,3026,7172,6109,80,3044,175
2802809,Indiaroba,15515,15594,145,4973,14780,13953,147,5614,236
2802908,Itabaiana,84026,78811,2400,47405,86900,76355,2519,43359,1940
2803005,Itabaianinha,36845,36527,370,9782,33582,28878,370,10627,228
2803104,Itabi,4604,4565,55,1993,4479,4050,56,2017,177
2803203,Itaporanga d'Ajuda,30646,32107,330,11137,30472,28133,330,13942,118
2803302,Japaratuba,15882,15922,175,6688,14894,13710,175,8498,467
2803401,Japoatã,11743,11703,135,6209,12188,10083,154,5548,177
2803500,Lagarto,92654,92856,2500,37357,89351,79201,2510,38807,1151
2803609,Laranjeiras,26613,27176,490,10608,25854,22364,502,12499,157
2803708,Macambira,6512,5993,70,3200,6395,5712,70,3271,250
2803807,Malhada dos Bois,3392,3373,40,1299,3069,3061,43,978,5
2803906,Malhador,11212,10752,120,4570,10801,9448,119,4769,40
2804003,Maruim,15252,14377,165,5756,13562,11755,165,6481,485
2804102,Moita Bonita,10146,10456,125,6726,10330,9497,138,5840,442
2804201,Monte Alegre de Sergipe,13481,13131,135,4760,12643,11134,135,5228,203
2804300,Muribeca,6889,7049,75,2477,6928,6381,75,3091,23
2804409,Neópolis,16129,15628,175,7075,14686,12655,175,6594,169
2804458,Nossa Senhora Aparecida,8043,8072,95,3892,7985,7210,111,3475,76
2804508,Nossa Senhora da Glória,33142,32062,1000,14498,32790,29257,968,14553,688
2804607,Nossa Senhora das Dores,23777,23869,245,9553,24531,20735,245,9379,215
2804706,Nossa Senhora de Lourdes,5747,5830,60,2955,5907,5243,53,2629,228
2804805,Nossa Senhora do Socorro,148039,147316,4100,54462,153634,133950,4175,65331,967
2804904,Pacatuba,12599,12399,130,6208,11980,11233,136,6074,368
2805000,Pedra Mole,2848,2720,40,1476,2650,2525,42,1455,97
2805109,Pedrinhas,8819,8492,90,2987,7107,6187,91,2955,107
2805208,Pinhão,6384,5967,65,2870,5559,5181,73,2846,222
2805307,Pirambu,8274,8299,80,3821,7965,7377,80,3454,215
2805406,Poço Redondo,29406,30927,280,8370,27507,23271,280,10736,402
2805505,Poço Verde,22008,22219,210,8299,20132,18830,206,9675,263
2805604,Porto da Folha,24957,23869,265,12147,23847,22496,268,12596,664
2805703,Propriá,25990,28291,255,11174,25045,22588,258,10907,458
2805802,Riachão do Dantas,17490,17700,185,6132,16203,14286,183,7235,65
2805901,Riachuelo,8535,9060,100,3605,8095,6909,100,3367,89
2806008,Ribeirópolis,16494,15642,200,8813,15785,14430,197,7820,397
2806107,Rosário do Catete,9660,9694,105,3907,8952,7817,111,4555,165
2806206,Salgado,17683,16824,200,7741,16976,14634,200,7392,302
2806305,Santa Luzia do Itanhy,12205,12049,120,5226,11842,10717,114,5008,155
2806404,Santana do São Francisco,6147,5948,85,2612,6227,5814,85,2885,23
2806503,Santa Rosa de Lima,4350,4130,35,2014,3606,3351,35,1671,98
2806602,Santo Amaro das Brotas,10382,10047,125,5578,10073,9373,125,5283,282
2806701,São Cristóvão,80478,78712,2385,35456,76572,65281,2384,33232,440
2806800,São Domingos,10005,9661,110,4366,9021,8255,107,4392,233
2806909,São Francisco,3502,3458,40,1375,3008,2783,40,1801,108
2807006,São Miguel do Aleixo,3663,3632,40,2119,3583,3042,54,1630,0
2807105,Simão Dias,36075,33743,1050,16701,35539,30854,1078,15080,525
2807204,Siriri,7758,6940,75,3546,7078,6674,75,3735,190
2807303,Telha,2915,2783,45,1366,2782,2468,46,1244,139
2807402,Tobias Barreto,44884,38670,1160,19079,43143,37573,1187,18016,372
2807501,Tomar do Geru,11845,10641,135,5442,9721,8121,139,3229,31
2807600,Umbaúba,22384,20618,240,5783,20159,18359,237,5922,100
