codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2177,30,752,2033,1948,30,727,0
2800209,Aquidabã,19796,18485,210,6214,17771,15984,212,8586,382
2800308,Aracaju,617927,590907,12715,303195,566020,507730,12911,300601,17338
2800407,Arauá,9040,8906,100,4856,9570,8401,102,4358,221
2800506,Areia Branca,16496,16171,185,7201,16429,15350,198,7237,231
2800605,Barra dos Coqueiros,26771,27425,845,15166,27399,23493,967,12363,530
2800670,Boquim,24448,23027,255,11721,21848,20220,252,11540,631
2800704,Brejo Grande,7405,7226,75,2090,7248,6381,75,2574,1
2801009,Campo do Brito,16627,17326,175,6771,15741,13715,175,7543,464
2801108,Canhoba,3666,3713,40,1675,3479,3000,40,1435,0
2801207,Canindé de São Francisco,26334,24179,275,11050,25132,21993,275,9421,276
2801306,Capela,31913,29477,315,12147,32089,28103,357,12240,616
2801405,Carira,19091,19429,195,10209,18423,16056,194,8489,425
2801504,Carmópolis,14082,13700,155,4719,12702,11396,155,4546,155
2801603,Cedro de São João,5215,5119,60,2571,4839,4457,60,2313,180
2801702,Cristinápolis,15769,16069,165,6280,15322,13630,165,5084,49
2801900,Cumbe,3807,3640,45,1632,3558,3269,45,1538,127
2802007,Divina Pastora,4518,4463,50,1879,4111,3999,50,2384,76
2802106,Estância,61018,59331,2500,25293,56383,52513,2510,26297,1172
2802205,Feira Nova,5285,5452,55,2661,5116,4523,57,2005,8
2802304,Frei Paulo,13567,13385,150,5393,13556,12542,150,5601,184
2802403,Gararu,10190,10407,120,4625,9938,9014,115,5115,286
2802502,General Maynard,3002,2815,35,1725,2711,2616,35,1773,123
2802601,Gracho Cardoso,5317,5281,65,2958,5672,5057,71,1933,158
2802700,Ilha das Flores,7602,7327,80,3026,7174,6118,80,3060,182
2802809,Indiaroba,15515,15594,145,4973,14790,14004,147,5652,249
2802908,Itabaiana,84026,78811,2400,47405,86923,76447,2519,43460,2001
2803005,Itabaianinha,36845,36527,370,9782,33587,28903,370,10656,251
2803104,Itabi,4604,4565,55,1993,4479,4050,56,2017,177
2803203,Itaporanga d'Ajuda,30646,32107,330,11137,30479,28172,330,13998,132
2803302,Japaratuba,15882,15922,175,6688,14897,13812,175,8520,480
2803401,Japoatã,11743,11703,135,6209,12206,10101,154,5574,179
2803500,Lagarto,92654,92856,2500,37357,89359,79296,2510,38894,1191
2803609,Laranjeiras,26613,27176,490,10608,25855,22373,502,12510,163
2803708,Macambira,6512,5993,70,3200,6395,5731,70,3277,254
2803807,Malhada dos Bois,3392,3373,40,1299,3069,3061,43,978,5
2803906,Malhador,11212,10752,120,4570,10801,9452,119,4769,40
2804003,Maruim,15252,14377,165,5756,13574,11826,165,6529,497
2804102,Moita Bonita,10146,10456,125,6726,10330,9500,138,5852,474
2804201,Monte Alegre de Sergipe,13481,13131,135,4760,12643,11134,135,5228,203
2804300,Muribeca,6889,7049,75,2477,6930,6390,75,3108,23
2804409,Neópolis,16129,15628,175,7075,14686,12655,175,6594,169
2804458,Nossa Senhora Aparecida,8043,8072,95,3892,7985,7219,111,3475,76
2804508,Nossa Senhora da Glória,33142,32170,1000,14498,32840,29330,968,14572,703
2804607,Nossa Senhora das Dores,23777,23869,245,9553,24542,20758,245,9421,272
2804706,Nossa Senhora de Lourdes,5747,5830,60,2955,5908,5274,53,2681,234
2804805,Nossa Senhora do Socorro,148039,147316,4100,54462,153677,134127,4175,65581,1060
2804904,Pacatuba,12599,12399,130,6208,11980,11233,136,6074,368
2805000,Pedra Mole,2848,2720,40,1476,2650,2525,42,1455,97
2805109,Pedrinhas,8819,8492,90,2987,7112,6198,91,2966,110
2805208,Pinhão,6384,5967,65,2870,5560,5201,73,2889,296
2805307,Pirambu,8274,8299,80,3821,7966,7398,80,3505,222
2805406,Poço Redondo,29406,30927,280,8370,27507,23271,280,10736,402
2805505,Poço Verde,22008,22219,210,8299,20134,18870,206,9711,266
