codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2177,30,752,2034,1954,30,732,0
2800209,Aquidabã,19796,18485,210,6214,17794,16084,212,8685,435
2800308,Aracaju,617927,590907,12715,303195,566020,510078,12911,304071,18794
2800407,Arauá,9040,8906,100,4856,9571,8409,102,4371,277
2800506,Areia Branca,16496,16171,185,7201,16431,15351,198,7341,263
2800605,Barra dos Coqueiros,26771,27425,845,15166,27459,23714,967,12568,581
2800670,Boquim,24448,23027,255,11721,21860,20274,252,11622,681
2800704,Brejo Grande,7405,7226,75,2090,7253,6415,75,2606,1
2801009,Campo do Brito,16627,17326,175,6771,15745,13753,175,7647,534
2801108,Canhoba,3666,3713,40,1675,3488,3033,40,1479,13
2801207,Canindé de São Francisco,26334,24179,275,11050,25172,22065,275,9592,314
2801306,Capela,31913,29477,315,12147,32103,28181,357,12489,684
2801405,Carira,19091,19429,195,10209,18445,16124,194,8610,479
2801504,Carmópolis,14082,13700,155,4719,12722,11490,155,4676,177
2801603,Cedro de São João,5215,5119,60,2571,4843,4485,60,2336,192
2801702,Cristinápolis,15769,16069,165,6280,15338,13653,165,5142,59
2801900,Cumbe,3807,3640,45,1632,3559,3292,45,1571,151
2802007,Divina Pastora,4518,4463,50,1879,4111,4000,50,2394,81
2802106,Estância,61018,59331,2500,25293,56443,52725,2510,26504,1250
2802205,Feira Nova,5285,5452,55,2661,5122,4536,57,2023,12
2802304,Frei Paulo,13567,13385,150,5393,13579,12586,150,5650,215
2802403,Gararu,10190,10407,120,4625,9942,9049,115,5158,304
2802502,General Maynard,3002,2815,35,1725,2688,2596,35,1812,129
2802601,Gracho Cardoso,5317,5281,65,2958,5672,5057,71,2687,158
2802700,Ilha das Flores,7602,7327,80,3026,7179,6164,80,3080,191
2802809,Indiaroba,15515,15594,145,4973,14849,14029,147,5715,279
2802908,Itabaiana,84026,78811,2400,47405,87013,76766,2519,43856,2189
2803005,Itabaianinha,36845,36527,370,9782,33603,28971,370,10734,283
2803104,Itabi,4604,4565,55,1993,4481,4086,56,2061,219
2803203,Itaporanga d'Ajuda,30646,32107,330,11137,30502,28250,330,14183,150
2803302,Japaratuba,15882,15922,175,6688,14906,13879,175,8638,541
2803401,Japoatã,11743,11703,135,6209,12311,10171,154,5693,190
2803500,Lagarto,92654,92856,2500,37357,89411,79603,2510,39289,1423
2803609,Laranjeiras,26613,27176,490,10608,25865,22467,502,12623,197
2803708,Macambira,6512,5993,70,3200,6404,5801,70,3327,274
2803807,Malhada dos Bois,3392,3373,40,1299,3069,3062,43,978,5
2803906,Malhador,11212,10752,120,4570,10806,9472,119,4790,80
2804003,Maruim,15252,14377,165,5756,13579,11889,165,6594,517
2804102,Moita Bonita,10146,10456,125,6726,10338,9545,138,5911,553
2804201,Monte Alegre de Sergipe,13481,13131,135,4760,12672,11214,135,5328,257
2804300,Muribeca,6889,7049,75,2477,6939,6432,75,3203,32
2804409,Neópolis,16129,15628,175,7075,14702,12728,175,6687,236
2804458,Nossa Senhora Aparecida,8043,8072,95,3892,7987,7229,111,3536,103
2804508,Nossa Senhora da Glória,33142,32170,1000,14498,32860,29424,968,14883,820
2804607,Nossa Senhora das Dores,23777,23869,245,9553,24552,20843,245,9507,347
2804706,Nossa Senhora de Lourdes,5747,5830,60,2955,5913,5310,53,2711,251
2804805,Nossa Senhora do Socorro,148039,147316,4100,54462,153858,134866,4175,66401,1381
2804904,Pacatuba,12599,12399,130,6208,11987,11296,136,6185,388
2805000,Pedra Mole,2848,2720,40,1476,2651,2541,42,1460,104
2805109,Pedrinhas,8819,8492,90,2987,7116,6218,91,3004,128
2805208,Pinhão,6384,5967,65,2870,5564,5223,73,2906,303
2805307,Pirambu,8274,8299,80,3821,7969,7410,80,3543,228
2805406,Poço Redondo,29406,30927,280,8370,27614,23492,280,10911,459
2805505,Poço Verde,22008,22219,210,8299,20147,18933,206,9779,319
2805604,Porto da Folha,24957,23869,265,12147,23866,22565,268,12833,747
2805703,Propriá,25990,28291,255,11174,25075,22748,258,11009,518
2805802,Riachão do Dantas,17490,17700,185,6132,16222,14391,183,7319,73
2805901,Riachuelo,8535,9060,100,3605,8105,6954,100,3426,120
2806008,Ribeirópolis,16494,15642,200,8813,15788,14478,197,7881,454
2806107,Rosário do Catete,9660,9694,105,3907,9001,7933,111,4632,212
2806206,Salgado,17683,16824,200,7741,17013,14837,200,7613,337
2806305,Santa Luzia do Itanhy,12205,12049,120,5226,11857,10767,114,5089,175
2806404,Santana do São Francisco,6147,5948,85,2612,6231,5823,85,2885,23
2806503,Santa Rosa de Lima,4350,4130,35,2014,3610,3374,35,1693,110
2806602,Santo Amaro das Brotas,10382,10047,125,5578,10083,9430,125,5398,361
2806701,São Cristóvão,80478,78712,2385,35456,76672,65638,2384,33820,559
2806800,São Domingos,10005,9661,110,4366,9026,8255,107,4441,344
2806909,São Francisco,3502,3458,40,1375,3008,2802,40,1812,111
2807006,São Miguel do Aleixo,3663,3632,40,2119,3583,3048,54,1630,0
2807105,Simão Dias,36075,33743,1050,16701,35574,30951,1078,15306,645
2807204,Siriri,7758,6940,75,3546,7083,6705,75,3779,224
2807303,Telha,2915,2783,45,1366,2786,2495,46,1283,142
2807402,Tobias Barreto,44884,38670,1160,19079,43228,37713,1187,18318,507
2807501,Tomar do Geru,11845,10641,135,5442,9733,8153,139,3289,53
2807600,Umbaúba,22384,20720,240,5783,20225,18856,237,6195,131
